B4,B3,B2,B5,B8,yield
2153.5,2071,2106.5,2379,3363.5,3.64625
15.645,2098.5,2133,2519.5,3309.5,2.45375
7.825,2206,2169,2818,3477,1.65375
2634,2283,2258,2850,3568,4.27375
2715.5,2392.5,2336,2973.5,3761.5,5.385
2237.5,2012.5,2053,2479,3193.5,3.4175
2224,2041,2118,2408,2954,4.26125
2351.5,2044,2062.5,2557.5,3205.5,0.81375
10.275,2041,2071,2471,3311,1.841875
2086,1942.5,2016,2327,2969,0.311875
2308.5,2126,2149.5,2532.5,3296,6.22
2002,1870,1931,2208,2828,2.41875
2283,2082,2030,2611,3384,2.47
2211,2043,2081,2434,3119,1.790625
2350,2018,2012,2530,3096,1.944375
2194,1978,1996,2418,3055,1.94625
2003,1924,1978,2205,2986,1.0525
21.19,2341.5,2308.5,2975.5,3512.5,3.57125
2562.5,2274,2285.5,2786.5,3527.5,3.945
2096,1949.5,2009,2294.5,2907,0.279375
2.515,2057.5,2079,2457.5,3089.5,0.2725
2.4775,2072,2074,2508.5,3039,0.278125
2442.5,2029.5,2032,2622,3078.5,1.50375
2450,2180,2222.5,2657.5,3533.5,3.56
3.9875,2342,2310.5,2947,3661,0.71
2151,2011,2021.5,2487.5,3446,2.3875
1795,1859.5,1960.5,2027,2945,2.44375
2072,1965.5,2014,2339.5,3244.5,2.425
29.19,2168.5,2199.5,2585,3407,5.71625
2081.5,1978.5,2060.5,2288.5,2995.5,4.82875
2923.5,2514.5,2426,3176.5,3778.5,4.04875
2670.5,2388.5,2353.5,2923.5,3739.5,5.03625
2446.5,2153,2126,2748.5,3587.5,4.56125
2475.5,2206,2196.5,2728.5,3431,4.9175
2.5725,2116.5,2129,2535,3220,0.374375
10.475,2355,2297,3010,3750,1.988125
2284,2076.5,2090,2549.5,3416,2.3875
41.97,2245,2223,2738,3512,6.55875
2113,1935,1996,2329,3069,1.27
18.15,1936,2007,2351,3096,3.80375
2371,2122.5,2114.5,2645.5,3615,7.2575
2513,2274,2287,2724,3423,3.36625
1915,1868,1949,2148,2830,1.9875
13.015,2013,2043.5,2470.5,3105,2.5075
2323,2052,2054,2549,3250,2.098125
10.5975,2116,2099,2659,3363,2.10125
22.66,1910,1978,2267,2997,4.83625
20.78,1851,1943.5,2147,2923.5,4.5675
2097.5,1981,2050,2317,3170.5,7.08625
2054.5,2001,2085,2298.5,2942,2.936875
1764,1859,1933,2002,2989,2.72
1974,1963,2040,2228,2837,2.18
2073,1947,2065,2224,2830,2.4625
2025,1945,2067,2190,2783,3.01625
2159,2038,2096,2349,3034,1.671875
23.84,2003.5,2080.5,2336.5,2907,5.33
2028.9,1931.75,2002,2284.4,3054.25,4.495
2358,2038.5,2036,2552.5,3212,2.74625
6.64,1993,2049,2385,3096,1.26125
2395,2191,2204,2649,3528.5,5.995
2080,1920,2050,2266,2825,0.134375
2566,2225,2190,2792.5,3377,4.27875
9.575,1929,2014,2258,2953,1.9375
2185,2034,2111,2374,3050,1.575
17.735,2347,2328.5,2952.5,3730,3.49
2116.5,1934.5,1978.5,2350.5,3309.5,8.38375
13.785,1956,2067,2266,2884,2.75125
2268,2074,2115,2459,3012,1.67
2509.5,2178,2118.5,2820.5,3718.5,4.7375
16.33,2427.5,2405.5,3054,3750.5,2.92125
1996.5,1915.5,2012,2175.5,2810,6.995
2337.5,2089.5,2110,2543,3339,5.3425
2131,1952,2030,2329,3094,1.1325
2344,2156,2166,2529,3159,4.9775
2285.5,2115,2123.5,2545.5,3288,2.27875
25.255,2178,2174,2668,3437.5,5.30625
2859,2480,2389.5,3116.5,3901,3.55375
2509,2183,2176,2735.5,3562.5,3.9025
2490,2241,2241,2750,3508,3.8025
1878.5,1931.5,1969.5,2245,3240,2.026875
2144,2045.5,2046,2476.5,3612.5,4.79875
1878.5,1931.5,1969.5,2245,3240,5.6175
2060,1989,2067,2287,2958,2.25875
2633,2104,2095,2795.5,3228,1.940625
2734.5,2267,2194.5,2956.5,3620,2.809375
2136.5,1959.5,2012,2360.5,3100,1.639375
2255.5,2009,2060,2451,3097,1.985625
2657,2259.5,2238,2845,3458.5,1.665
3.025,2118.5,2117.5,2688,3290,0.66375
4.0175,2294,2282,2843.5,3478.5,0.67875
2279.5,2101,2127,2534.5,3368.5,1.00875
23.715,2055.5,2093,2458.5,3170,4.60625
21.77,2315,2286,2827,3495,3.72125
2150,1973,2001,2441,3165,4.54875
2035,1966,2049,2285,3137,3.589375
2233.5,2049,2067,2488,3257,6.92375
1918,1860,1960.5,2128.5,2901,4.11
2341,2157,2170.5,2569.5,3302,2.945
8.4875,2489.5,2393,3197,3877.5,1.799375
6.57,2470,2411.5,3009,3656,1.411875
2548,2190,2132,2774,3443,4.38925
3154,2657,2561,3396,4175,6.9125
29.915,2495,2491,3158,3789,6.31875
2533,2148,2096,2810,3543.5,3.1625
2608.5,2236,2172.5,2821,3624,3.175
2118.5,1933.5,1997,2338,2907.5,2.206875
2130,1968,2013,2347,3083,2.56625
2293,2091,2115.5,2542,3348.5,1.37625
20.545,2136,2149,2650,3468,2.14
15.4,2209.5,2235.5,2667,3609.5,1.97625
2371,2174,2203,2598,3249.5,1.320625
2311,2199.5,2230,2582.5,3494.5,4.76875
2134.5,2005.5,2041.5,2440.5,3464.5,5.82625
2139,2003,2043.5,2456.5,3297.5,2.9325
2335,2065.5,2053.5,2567.5,3148,5.37875
2647,2305.5,2295,2865.5,3590.5,1.546875
2504,2135,2123.5,2725,3391,4.835
2401,2143,2151,2591,3135,1.9075
2072,2014,2092,2300,2896,0.395
2216,2006,2078,2415,2924,0.26
2137,1995,2053,2334,3000,3.8225
2690.5,2215.5,2137,2913.5,3549,6.695
25.675,2047,2075,2456,3257,3.8425
2854,2462.5,2391,3048.5,3698,2.408125
2463,2270,2270,2743,3434,4.4725
2404.5,2153.5,2178,2612.5,3341.5,6.34625
2396,2092,2070,2646,3310,1.211875
2221,2048,2070,2461,3126,1.755
11.205,1938.5,1983,2337.5,3093.5,2.2475
15.385,1842,1938.5,2218,2764.5,3.2
1848,1764,1888,2058.5,2576,1.9685
1781,1836,1923,2075,2995,6.67
20.815,2061.5,2093,2430.5,3233.5,3.05375
2754,2367,2315.5,2901.5,3409.5,0.9275
6.4525,1900,1978,2277,2907,0.990625
2398,2122.5,2164,2643,3418.5,3.85875
2721,2415,2427,2926,3610,4.78375
2696,2436,2426,2892,3727,4.535
2308,2214,2251,2599,3434,4.47
2590,2318,2368,2805,3645,4.58125
24.39,2110,2177,2457,3223,4.965
2545,2247,2266,2750,3453,3.0625
2743,2382,2369,2986,3810,4.31625
2052,1962,2005,2328,3183,1.38125
1776,1796,1907,1991,2795.5,4.98625
2292.5,2045,2087.5,2475,3185.5,3.88875
2167,2022,2094,2361,2948,0.735625
2449.5,2123,2089.5,2722.5,3514.5,2.9375
2070,1994,2038,2318,3130,3.6225
2578,2274,2294,2808,3440,7.79
2492,2260,2233,2750,3580,2.7375
2987,2618,2534,3195,3950,4.46625
10.34,2256.5,2271,2788.5,3442,1.8425
2054.5,1936,2021,2301,2977.5,5.855
2333,2147.5,2155,2587.5,3428.5,5.27625
2722,2422,2390,2894,3705,5.445
1998,1985,2080,2226,3057,0.935625
2374,2171,2216,2598,3277,0.64625
2008.5,1936.5,1991.5,2247.5,2997,2.21
2474,2265,2276,2671,3509,7.74125
20.77,2293,2260,2906,3553,4.29625
2270,2093,2146,2473,3031,2.98375
2350.5,2124.5,2182.5,2484,2993.5,0.4825
7.705,1914,1972,2262,2968,1.439375
2482,2188,2162,2727,3406,2.0975
2531.5,2276.5,2259,2751,3508.5,6.0675
2408,2144.5,2159,2631.5,3300,6.62875
2241.5,2037.5,2061,2452.5,3136,1.173125
2428,2059,2054.5,2631.5,3257.5,1.730625
2315,2084,2125,2516,3158,2.22375
2402.5,2134.5,2134,2610.5,3294,0.794375
2352,2190,2197,2631,3424,2.14
2435.5,2172.5,2154,2673,3372.5,2.536875
2108.5,1980,2043,2327.5,3084.5,1.38375
2251,2122,2197,2469,3086,2.38
2592,2259,2259,2805,3453,4.975
2413.5,2175,2185.5,2637,3419.5,7.4125
27.055,2145.5,2194.5,2554.5,3239,5.48625
14.0125,2320,2259.5,2927.5,3540,2.88875
11.8,2117.5,2136,2533.5,3172.5,2.1225
2086.5,2016,2030.5,2416,3261.5,2.02125
9.64,2008,2040.5,2378.5,3241,2.056875
2271,2151,2228,2499,3141,4.0775
2.6075,2108,2190.5,2479,3124,0.525625
2058,1970,2021,2300,3029,1.866875
2560.5,2305.5,2287,2801,3475,3.69125
2309.5,2097,2125.5,2520,3233,2.2725
1850,1913,1979,2176,3148,3.2025
2529.5,2244,2220,2765,3477.5,6.8775
2409,2077,2053,2660,3273,0.68875
2376,2126,2149,2553,3204,2.5825
1994,1916,1999,2227,2905,4.35125
2520.5,2255.5,2259.5,2705,3301.5,4.02
2457,2249.5,2259.5,2665,3310,3.84125
1939,1871.5,1976.5,2149.5,2742.5,1.066
2220,2034.5,2091.5,2420.5,3016.5,4.76125
2562.5,2261,2249,2756.5,3358,7.31875
2026,1883,1958,2218,2785,1.855
2190,2081,2162,2399,3206,0.20125
2178,1936,1986.5,2390,2968,1.991875
2574,2340,2309,2794,3555,2.82375
3.55,2065,2088.5,2523,3101,0.48375
2077,1954.5,2041,2277.5,2932.5,0.074375
2390,2084,2124,2561,3198,1.02375
5.1275,1948,2016,2152,3232,0.930625
2292,2068,2097,2503,3239,1.91375
1926.5,1925.5,2050,2157,2964.5,0.558125
13.38,2321,2269.5,2931,3554,2.804375
2482,2188,2162,2727,3406,2.09375
2502.5,2229,2211,2741,3410,3.275
2432,2208,2210,2632,3313.5,6.3275
2437,2115,2118.5,2636.5,3203,3.62625
2232,2030.5,2073,2450.5,3153.5,8.66
2377,2177,2204,2600,3213,5.005
2345.5,2040.5,2059.5,2499,3083.5,3.38125
2102,1982,2077,2306,2933,3.3175
4.8525,2004,2098.5,2268.5,2905.5,0.84875
2692,2340,2320,2896,3559,2.599375
2225,2038,2088,2418,2947,1.70875
2222,2052.5,2127.5,2409.5,3086,6.2875
2466,2199,2176,2634,3263,4.34
14.085,1856,1920.5,2171,2742,2.92125
29.775,2396.5,2323,3015,3646,4.2525
2511,2252,2252,2677.5,3401.5,2.931875
2528,2322.5,2318,2711.5,3395,3.1775
2435,2152.5,2134.5,2664,3379.5,3.09375
2420,2193,2207,2665.5,3353,2.94
2179,1975,2014,2400,3042,2.2675
6.675,2049,2063,2483,3293,1.084375
2339.5,2067,2082,2579.5,3294,1.90375
2115,2041,2128,2294,3031,0.63625
2203,2018.5,2043,2417.5,3239.5,3.79125
2107,1974,1996,2355,3108,1.035625
6.675,2049,2063,2483,3293,0.898125
20.015,2284,2277,2754.5,3354.5,3.92125
10.71,1841.5,1931.5,2185,2725.5,2.31875
2442.5,2264,2246.5,2689.5,3516,3.45125
2261.5,2079.5,2098.5,2468.5,3180,1.76125
2473,2154,2160,2714,3359,2.77625
2201.5,2022,2053.5,2456.5,3200.5,0.29125
6.7275,2091,2068.5,2605,3373.5,1.239375
2320,2103,2125,2551,3336,1.3225
2483,2181,2176.5,2633,3153,0.298125
2256.5,1998,1999.5,2523.5,3195,1.71375
2566,2245,2199,2790,3491,2.714375
1829.59230769231,1806.125,1903.05,2061.29411764706,2669.15384615385,6.535
2490,2245.5,2212.5,2753.5,3621.5,6.51625
1998,1881.5,1957.5,2248,2904,1.254375
2401.5,2042,2016.5,2664,3226.5,1.69125
2483,2181,2176.5,2633,3153,0.30375
2048,1923,1987,2321,3072.5,5.9925
1998,1926,1976,2241,3062,3.1675
1912,1887,1955,2205,3080,1.166875
2289,2092.5,2124.5,2489,3092.5,1.955625
2185.5,1995.5,1974,2494,3295,1.25375
17.915,2356.5,2311,2898,3740.5,3.93375
3.7875,2090.5,2155,2382,2994.5,0.781875
2578,2265,2247,2803,3501,4.1275
1765,1822,1896,2041,2811,2.25125
2560.5,2199,2155.5,2822.5,3576,1.6625
2068,1939,2017,2262,2806,8.28625
2170.5,2009,2065,2388,2930,3.17125
2369,2182,2174,2634,3527,1.601875
8.8225,2071,2041,2645.5,3280,1.241875
34.551,1920,1973,2256,3060,5.1325
3.3275,2082.5,2073,2689.5,3405.5,0.45
6.3025,2086,2045.5,2645,3288.5,1.25125
1946,1819,1917,2152,2752,1.3175
2529.5,2116,2101,2709,3319.5,0
7.775,1910.5,1983.5,2279.5,3006.5,0.75375
1974,1879,1954,2196,2864,7.266125
4.6025,2017.5,2030,2593,3144,0.704375
2372,2144,2134,2626,3315,0
4.88,2039.5,2147,2306,2910,0.76125
2959,2458,2324,3199,3950,1.46375
2082.5,1941.5,2029.5,2309,2939.5,0
5.3875,1949,1981,2342.5,3209.5,1.008125
2739.5,2314,2265.5,2972.5,3646,3.65625
2647.5,2212,2149.5,2868.5,3372.5,2.3375
1932,1915,1986,2194,3085,1.525625
2367.5,2159.5,2190,2628.5,3412.5,1.6875
23.815,2395,2354.5,3032.5,3794.5,4.85375
2582,2158.5,2139.5,2846.5,3599,1.080625
2672,2290,2231,2889,3584,3.14375
3005.5,2482,2359,3252,3983,1.347625
2690,2370,2284,2962,3771,0
2475,2178.5,2177.5,2659,3278,0
2259.5,2021.5,2037.5,2525,3418.5,3.02875
18.39,2149,2170,2615,3229,3.815
4.5325,2056,2131,2425,3130,0.805625
5.1,1951,2061,2255,2892,0.766875
2164.5,2005.5,2033,2454,3368,1.946875
2420.5,2183.5,2199.5,2664,3359.5,1.1825
2031,1916,2005,2207,2564,2.26625
14.155,1988,2067,2300,3047,3.05375
2843.5,2363.5,2260.5,3136,3954,2.62125
2311,2119,2129,2527.5,3348.5,2.018125
6.85,2364,2369.5,2805,3562,0.85
2518,2183,2153.5,2797,3583.5,1.810625
2056,1999,2088,2261,2868,1.99
2173,2027,2079,2355,3121,6.72625
2292,2107.5,2135.5,2515.5,3472.5,2.37125
1.805,2134.5,2149.5,2568.5,3177,0.201875
2355,2196.5,2218,2584,3410,3.36375
2333,2076,2118,2560,3321,1.865625
2191,2054.5,2127.5,2409.5,3051.5,1.05875
2032,1986.5,2084,2253,3046,0.35375
2323,2202,2261,2586,3397,1.2625
2535.5,2227.5,2201,2796.5,3563,2.395625
0.494,2270.5,2205.5,2872.5,3812.5,0.04575
2640,2274,2255,2850,3474,2.298125
2455,2124.5,2115.5,2650,3276.5,3.075
1.5875,2401,2265,3228,3792,0.331875
2397,2122,2141,2608,3195,0
3037,2534,2415,3322,4124,0
2358,2154,2192,2586.5,3410,1.2725
2578,2275.5,2221,2809.5,3573.5,2.125
2068,1955.5,2037,2243,2716,0
2532,2282.5,2266,2722.5,3450,3.023125
2205,2050,2105,2403,3211.5,0.4
2402,2083,2066,2619,3288,5.5475
2720,2302,2206,2949,3555,0
2652.5,2272,2234.5,2876.5,3531.5,1.28
5.47,2290,2221,2820.5,3516.5,1.269375
2784,2355,2286,2943,3563,0.91625
2160,2058,2132.5,2372.5,3184,1.40125
2347,2087.5,2097,2634.5,3458,3.45125
2171,2002,2072,2390,3111,2.53375
2417.5,2232.5,2240.5,2656.5,3401.5,1.17625
2162,2084.5,2141.5,2369,3196.5,1.8875
2506.5,2290.5,2266,2749.5,3550,1.513125
1968,1927,2001,2189,2898,3.23125
2348,2107,2145,2502,3146,1.3325
16.55,1954.5,2019.5,2252,3233,2.809375
2686.5,2265.5,2221,2898,3511,1.595
2220,2053,2087,2548,3335,2.838125
2680,2323.5,2255,2832.5,3444.5,0.091875
2732,2326.5,2271,2926,3526.5,0.965
2373.5,2138.5,2170.5,2577.5,3290,0.4375
2747.5,2340.5,2291,2899,3393.5,2.13
2867,2401,2343,3139,3801,0.5125
6.2405,2220,2172,2893,3778.5,0.722
2195,2072,2124,2386,3061,2.690625
2222,2052,2119,2421.5,3067,0.73
2187.5,2057,2085,2528.5,3314.5,4.28375
2090,2012.5,2083,2291.5,2957,6.08875
17.415,2012,2058,2365,3255,3.03375
2321.5,2160,2197,2543,3322,0.3375
2296.5,2074.5,2096,2528,3265,0.7575
17.375,2419,2379,2987,3695.5,2.75625
2492.5,2199,2154,2747.5,3532,1.978125
16.03,2085.5,2104.5,2528.5,3187.5,3.29375
2141,2049,2111.5,2388,3135,2.134375
2300,2104.5,2152.5,2517,3333,1.213125
2509,2229.5,2214.5,2713,3341.5,2.59375
2564,2231,2196,2787,3489,6.77
2164,2067,2101.5,2424,3130,0.926875
12.9025,2195,2161.5,2757.5,3502.5,3.00625
2279,2096,2106,2484,3168,0.464375
10.19,2104,2166,2407,3311,1.663125
2289.5,2057.5,2125,2480.5,3037,1.076875
2117.5,2058,2119,2325,3052,2.87375
1998,1927,1987,2275,3060,5.86625
2173,2036.5,2069.5,2426,3114,2.229375
2742,2405,2360.5,2952.5,3566.5,4.05
21.325,2162,2182.5,2623,3423,3.43875
3.415,2399.5,2325.5,3030.5,3707.5,0.655
2052.5,1985,2037.5,2288.5,3207.5,2.4725
2567,2326.5,2309.5,2839.5,3706,5.11375
2562,2300,2297,2823,3528.5,3.53375
2149,2013,2037,2475,3326,0.781875
2355,2120,2120,2587,3162,4.11625
2541,2169,2135,2794,3482,1.90125
15.06,2049.5,2135,2335.5,3050.5,2.719375
2599,2228,2184,2828,3454,2.355625
1973,1946,2036,2196,2866,1.79375
2196,2045,2046.5,2477.5,3586,1.609375
2445,2337,2312,2739,3619,1.49125
14.98,2098.5,2121,2532,3226,2.955
2390,2088,2121,2591,3195,2.62625
18.555,2214.5,2207.5,2679,3471.5,2.15375
10.535,1938,1997,2246,2882,1.47625
3016,2381,2281,3252,3906,0
2169,2018,2045,2441,3101,0.685625
2612,2306,2314,2834,3469,1.2275
2122.5,1988,2043,2352,2986,2.1525
2355,2115,2126,2584,3357,2.34875
22.29,2156,2233,2442,3077,3.195625
19.38,2433.5,2444.5,2917.5,3581,2.380625
1813,1826,1936,2045,2783,0.59625
2782.5,2432,2369,3024.5,3697.5,1.77875
2093,1980,2048,2307,2944,1.2575
2984,2506,2394,3247,4014,0
2455,2116.5,2092.5,2738,3670,0.654375
2952,2489,2391,3231,4110,0
2422.5,2138.5,2108,2715.5,3893.5,5.14375
38.7335,2256.5,2196.5,2887.5,3422.5,4.2025
2742,2289.5,2207.5,2977,3805.5,5.23625
2133.5,2023,2064,2297.5,3026.5,1.165625
2988,2520,2429,3231,3920,0
16.28,2052,2101,2431,3304.5,3.01375
2545.5,2210,2172,2831.5,3615,5.9
2115,2033,2110.5,2352,3029.5,1.868125
2853.5,2404.5,2289.5,3082,3912,4.015
2166,2023,2092,2397,3214,5.39
2158,1953,2021,2383,3268,2.1975
3031,2490,2378,3271,4031,0
11.265,2015,2108,2248,2952,1.90375
2293.5,2119,2179,2540,3353.5,0.88875
2396,2133,2118,2575,3383,2.496875
6.7,2162.5,2148.5,2706,3513,1.484375
24.425,2001.5,2037,2425,3337,4.71625
2250,2106,2071,2619,3543,2.198125
2273,2062,2111,2508,3237,2.44125
2599.5,2320.5,2334,2784.5,3596.5,1.623125
2258,2064,2111,2496,3207,0
2669,2262,2222.5,2870.5,3483.5,2.2225
2822.5,2377,2274.5,3076.5,3921,1.48125
2242,2091.5,2155,2442,3130,1.025625
2315,2046,2038.5,2612.5,3658,2.560625
2639.5,2315.5,2312.5,2812.5,3470,0.613125
4.5375,2110,2093,2683,3576,0.794375
2853,2481,2401,3102,3776,2.455625
2093,2007,2066,2339,3042,0.5575
2217,2027,2023,2453,3411,0.97
33.98,1941.5,2015.5,2315,3052,7.42625
2702.5,2286.5,2225,2931.5,3635.5,3.25375
2420,2151.5,2127.5,2685.5,3626,1.368125
2604,2257.5,2219,2831,3533,0.216875
2495.5,2259.5,2254,2735,3419,1.66375
2351.5,2041.5,2050.5,2599,3446,3.51125
8.205,2081,2128,2465,3099,1.52375
2307,2068,2106,2514,3102,1.986875
1766,1852,1955,2014,2869,1.543125
2188,1988,2011,2406,3161,4.835
2656,2305.5,2273.5,2875,3553,3.50375
2516,2229,2190,2823,3481,1.85625
8.875,1918.5,1996,2245,3238.5,1.765
1938,1958,2062.5,2161.5,3079.5,1.630625
2506.5,2217,2205,2683.5,3358.5,3.47625
2441.5,2247.5,2274,2661,3506.5,0.998125
39.715,2059,2097,2465,3184,8.605
2172,1988,2033,2369,3048,1.2975
2073,1948,2065,2236,2920,0.693125
2361,2114,2115,2585,3488,5.07125
2437,2224.5,2236,2732.5,3453.5,4.21125
2462,2237,2224,2681,3469,0.899375
2564,2234.5,2216,2783,3410,1.4
2665.5,2331,2286.5,2884.5,3648,3.2225
2269,2067,2101,2445,3024,2.66075
0,2377,2280,3227,3893,0
2398,2074,2053,2603,3214,3.485
2865,2345,2281,3126,3723,0
2465.5,2032.5,2010.5,2681,3372.5,4.065
2535.5,2271.5,2249.5,2774,3455,4.69125
1980,1922,1983,2242,3136,1.8175
2486.5,2276,2276.5,2779,3572,3.7125
2369,2062,2055.5,2615,3520,1.15
2562,2282,2253.5,2810,3615.5,3.72375
81.118,2296,2245.5,2853.5,3541.5,3.2875
2187,2038,2089,2405.5,3228,0.798125
2572.5,2309,2273,2815,3559,1.23375
2720,2378,2346,2930,3665,0
6.0375,2267.5,2257.5,2763.5,3398.5,1.185
46.485,2162,2168.5,2682,3286,9.95875
2202,1935,1992,2420,2998,0
7.9,2183,2188,2648,3417,1.175
2368,2120,2137,2604,3368,4.00375
2384,2113,2134.5,2625.5,3382,7.09875
1971,1938,2022,2242,2990,1.431875
22.2,2149.5,2168,2597,3316.5,4.73
2366.5,2101,2128,2574,3124,0.150625
1.25,2037,2051,2493,3388,0.3925
1957,1941,2037,2171,2974,1.82875
23.55,2051,2088,2418,3342,3.715
2620,2213,2179.5,2841,3424.5,0.79875
2644,2214.5,2176.5,2836,3305.5,0.9925
2410,2189,2198.5,2668.5,3409,6.14
1925,1944,2032,2135,2960,6.4725
2079,1907,1959,2310,3350,0
2102,1977,2055,2263,2961,1.583125
2320,2083,2124,2493,3080,0.183125
2624.5,2290.5,2255.5,2803,3319,0.730625
2094,1985,2038,2299,2761,2.145
2208,2079,2125,2422,3016,0.44
2521,2253,2275,2734,3259,2.089375
2557,2202,2161,2774,3433,4.945
2752,2258,2204,2985,3539,1.671875
7.89,2334,2264,2886.5,3555.5,1.495
36.095,2057,2067,2551,3201,7.03
2038,1916,1995,2279,3142,1.90875
2535,2299,2312,2693,3453,1.775
2369.5,2168.5,2203.5,2552.5,3358.5,0.5275
2073,1991.5,2085,2272.5,3050.5,0.875
3.98,2266,2232,2865.5,3528.5,0.764375
2495,2197,2192,2747,3391,0.501875
5.3475,2435,2315,3169,4009,1.0825
2323,2095,2086,2596,3654,2.92625
2576.5,2199,2165,2729,3265,0.285625
12.505,2180,2193,2716,3313,1.6075
2580.5,2201,2146,2861.5,3770.5,0.95
2620.5,2347,2368.5,2812,3417.5,2.55125
13.43,1966.5,2045,2239.5,2986,2.580625
0.565,2123.5,2176,2481,3283,0.11375
2289,2142,2181,2521,3304,1.17975
2404,2101,2076,2649,3332,2.67875
2360.5,2202,2226.5,2610,3425.5,0.975
2385,2079,2100,2605,3238,6.1875
9.52,2267,2214,2869.5,3784.5,1.834375
2761,2315.5,2241,2981,3535,3.76625
3.5375,2163,2195.5,2540,3245.5,0.481875
2264.5,2083,2142.5,2436,3000,2.289375
2724,2296,2223,2975.5,3775,0.9025
2804,2287,2213,3041,3639,2.671875
1903.5,1875,1946.5,2178.5,3061,3.69875
6.8875,2050,2096,2403,3308,1.37625
2512.5,2278,2224.5,2787,3574.5,1.04625
3003,2423.5,2284.5,3265.5,3997.5,0.5085
2594,2210,2164,2821,3705,2.71125
2380.5,2192,2248.5,2557.5,3272.5,2.1125
2075,1947,2014,2260,2973,4.92375
2418,2240,2222,2635.5,3486,0.189375
2194,2019,2059,2474,3287,2.685
2565,2179,2155.5,2747,3272.5,0.60375
16.185,2436.5,2344.5,3074.5,3840,3.2425
3109,2337,2195,3389,4048,0.616875
2223,2038,2074,2460,3156,2.04
11.275,2009,2061.5,2349.5,3046.5,1.605625
8.325,2177,2169,2714,3571,1.485
2399,2148,2165.5,2579,3200.5,0.333125
2797.5,2314,2228,3055,3885,0.3
2070.5,1985,2045,2261,2955.5,1.844375
2660.5,2321.5,2289,2878.5,3566,0.585625
2409,2149,2162,2589,3229,1.05625
2562,2263.5,2262.5,2759.5,3341.5,2.426875
2210,1998,2040,2475,3233,2.573125
2822,2343.5,2235.5,3119.5,3910.5,1.489375
2486,2153,2126,2785.5,3641,2.139375
2096,1987.5,2022.5,2313.5,3119.5,8.13
2310.5,2066,2115.5,2527.5,3167.5,3.96125
1744,1794.5,1951,1871,2375.5,3.36125
2686,2367.5,2337.5,2921,3673.5,2.58625
2548.5,2202.5,2168,2819.5,3710.5,2.1025
2495,2154,2129.5,2656,3171,3.05625
2665.5,2356.5,2317,2856,3540,1.67125
2013,1930,2039,2210,2923,0.77875
2055,1959.5,2034,2232,3025.5,4.155
2084,1953,2021,2283,2977,1.8025
2233,2000,2065,2447,3062,1.93375
27.995,1998,2026,2312,3186,5.85625
7.085,2074.5,2126,2422,3107.5,1.446875
2821,2351,2272.5,3058,3758.5,0.5505
2228,2064,2105,2450.5,3138.5,1.169375
2702,2228,2195,2909,3471,0
2358,2092,2081,2639,3528,0.45125
2744,2395,2329,3015,3865,0
2436,2241,2140,2699,3677,2.14875
2575.5,2229,2207.5,2778,3466,0.266875
2534,2197,2194,2764,3366,0
2549.5,2188.5,2148,2846.5,3717,5.28125
13.505,2150,2181.5,2521,3015,1.771875
2504.5,2188.5,2195.5,2688,3393,2.6225
4.925,1878,1981,2207,3029,0.683125
2556.5,2292.5,2290.5,2805.5,3501,1.2525
1838,1857,1953,2084,2785,0.820625
1934,1930,2018,2134,2847,0.45875
2873,2503,2423.5,3147.5,3860.5,3.77625
2133,2030.5,2085.5,2425,3190,7.5925
2853,2390,2325,3126,3764,0
2544.5,2282.5,2273,2783.5,3543.5,6.315
2669.5,2237.5,2209.5,2863.5,3386,1.6275
1827,1769,1908,1992,2487,3.17375
2197,1993,2015,2450,3431,1.614375
2493,2192,2132,2721,3441,4.33625
7.2175,2418,2327,3103.5,3803,1.2975
1964,1912,1999,2165,2814,2.655625
1969,1932,1970,2255.5,3446.5,1.598125
7.4175,2147,2140,2587,3183.5,1.3525
2975,2388,2300,3202,3838,0.749375
2678,2302,2276,2911,3604,1.65375
2048,1911,1994,2253,3013,3.9325
2610.5,2308.5,2261,2815.5,3459.5,0.220625
2816,2377,2301,3054,3704,0
2151,1981,2039,2404,3111,2.20625
2303.5,1969.5,1971,2562,3321.5,3.1525
2612,2279,2242,2835,3582.5,1.97
3126,2510,2327.5,3331,4058,1.3625
15.33,2017,2039,2479,3151,2.76625
2270.5,2039.5,2073,2510,2965,1.084375
2193,2043,2064,2474,3360,1.99875
10.0375,1965,2028,2278,3000,1.94625
2513,2223,2211,2658,3280.5,1.839375
2430,2108,2086,2686,3294,0
2007.5,1951.5,1980.5,2327,3331.5,1.48875
2531,2251.5,2184.5,2822,3847.5,0.13125
18.445,1912,2003,2263,3010,3.58125
2385.5,2045.5,2063,2645,3260,5.95375
2514,2246.5,2257.5,2750.5,3539,3.103125
2317,2108,2175,2499,3153,2.12375
3003,2548,2447,3210,3920,2.459375
2274.5,2041.5,2086.5,2512.5,3129.5,3.09125
7.615,1985,2039,2346,3015,1.135
18.155,2080,2124,2475,3164,3.4825
2468,2235.5,2221,2746,3480.5,3.7075
3015,2428,2309,3276,3998,1.815625
2829,2425,2357,3017,3679,0
2560,2143,2089,2774,3522,1.101875
2640.5,2392.5,2349.5,2898.5,3707,1.22475
2497,2186.5,2174.5,2763,3466,1.605
2526.5,2091,2091.5,2692,3078,0.045
2247,2033,2041,2498,3481,1.59625
2850,2305,2218,3103,3795,0
8.55,2203.5,2178.5,2756,3588,1.953125
