B4,B3,B2,B5,B8,yield
2493.5,2245.5,2244.5,2746,3546,2.036875
2264,2062,2114,2420,3153,2.020625
2886.5,2436.5,2368,3067,3733.5,1.959375
2371,2192,2205,2700,3383,6.8
2271,2083,2083.5,2620.5,3600,1.731875
2843.5,2376,2299,2998.5,3625,2.15125
2144,1938,1988,2322,2934,2.06
2793,2408,2334,3083,4075,2.49375
2165,1998.5,2030.5,2447.5,3240,0.755
2454.5,2260,2274.5,2760.5,3567,3.25625
2035,2023.5,2054,2360.5,3499.5,2.73875
2616,2314.5,2287,2808.5,3510,1.1575
2727,2365.5,2326,2923.5,3642,1.6375
2754,2363,2302,2971.5,3514.5,4.16
2312,2142,2150,2576,3471,1.844375
2832,2394,2337,3061.5,3639.5,4.7625
2225.5,2062,2086,2486,3220.5,2.214375
2.73,2164,2216,2475.5,3227.5,0.346
1854.5,1809.5,1933.5,2071.5,2730,2.625
11.55,1997.5,2046.5,2258,3571.5,1.98375
23.605,2067,2112,2440,3105,3.64125
2648.5,2325,2318.5,2845,3500,5.13375
2499,2246,2251,2701,3375.5,5.79
2427,2160.5,2116.5,2669.5,3565,3.95
3.9425,2266.5,2263.5,2811.5,3490.5,0.50375
2275,2134,2149,2514.5,3377,6.45125
2321,2107,2168,2528,3281,0.958125
15.585,2087.5,2121,2507.5,3333.5,3.2125
14.75,2047.5,2088.5,2419,3125,2.94
2007,1891,1962,2257,2984,4.33375
2318,2075,2139,2510,3127,6.19
2372.5,2159,2167,2592.5,3388.5,6.64
2653,2330.5,2295,2900.5,3716,7.69875
2608,2281.5,2250,2870.5,3644.5,3.04625
1852.5,1924,1980,2222,3372,4.5825
2716,2324.5,2283,2951.5,3741.5,9.2075
2281.5,2102.5,2112,2546,3429,5.91
2501,2220,2215.5,2722.5,3390,2.645
38.28,1916,1993,2373,2948,6.57875
2407,2142,2158.5,2636,3250,1.151875
27.275,2248,2238.5,2732,3399.5,4.83875
24.5455,2376,2330.5,2989.5,3524,4.51625
1917,1890,2010,2174,2866,6.915
2474.5,2201.5,2228,2712,3431,3.24375
2825,2414,2337,3102,3817,5.9575
19.35,2231,2200,2842,3621,3.7975
2858,2403,2347,3110,3782,12.335
2151,1942,1997,2362,2877,7.92625
2362.5,2157.5,2169,2591.5,3410,1.92
2777.5,2362,2308.5,3018,3663.5,3.92375
2134,2050,2090,2445.5,3333.5,3.34
2256,2094.5,2121,2503,3271.5,5.1225
2483.5,2223.5,2205,2780.5,3540,3.57375
2344.5,2148.5,2153.5,2603.5,3443.5,4.20625
15.905,2274,2233,2887.5,3669.5,3.073125
2472,2204.5,2185,2756,3603,6.37375
2525.5,2210,2185.5,2761,3579,5.75625
2496,2207,2199.5,2712,3479.5,6.5375
2489.5,2219,2235.5,2698,3398,4.26375
2422.5,2168,2174,2669,3358,6.06375
2411,2122.5,2130,2695,3563.5,2.8975
2663,2337,2268.5,2883,3499.5,7.58625
2542.5,2238.5,2232,2755,3497.5,4.52
17.74,2409,2353.5,2986,3670,4.01125
1987.5,1916.5,2001.5,2235.5,2981.5,5.22875
2499,2191,2205.5,2742,3526.5,1.98875
23.025,2060,2095.5,2422,3388.5,4.585
2362.5,2148.5,2170,2585.5,3344,2.78
2256,2127,2152,2483.5,3369,2.849375
2093,2009,2063,2325.5,3342.5,4.7
2361,2126,2144,2576,3373.5,3.4075
2293.5,2116.5,2140,2531.5,3325.5,5.415
2298.5,2126,2138.5,2534,3521,5.63125
2418,2151.5,2172.5,2646,3419,3.40375
2296.5,2098,2130.5,2522,3240.5,8.0475
2201,1996,2066,2387.5,2968.5,5.39375
3108,2524,2407,3348,3974,6.76875
3048,2526,2418,3274,3913,7.9175
2865,2372,2318,3100,3748,6.015
2726,2314,2312,2975,3740,7.52
2684,2333,2281,2924,3714,12.1575
2242,2056,2109,2463,3295,2.6825
1811,1825,1928,2029,2801,2.425
2421.5,2193,2192,2628,3383,3.3425
2279.5,2091.5,2121.5,2497.5,3174,2.5175
2176.5,2014.5,2091,2304,2898,0.173125
6.9525,1989.5,2095.5,2286,2895,1.370625
2167.5,2031,2133.5,2332,2855.5,0.23875
2403,2128,2120,2597,3263,1.97125
2601.5,2308,2249,2821,3554.5,2.7675
2222,2034,2061,2438,3108,1.664375
2372,2080,2074,2581,3261,1.731875
2526,2191,2147,2767,3397,2.291875
2436,2164,2121,2697,3488,5.6925
2151,1970,2002,2383,3030,5.0375
2190,1984,2013,2435,3055,3.99375
2230,2038,2035,2467,3209,2.783125
2349,2064,2060,2563,3245,1.13625
2334,2059,2055,2541,3143,2.158125
2316.5,2062,2079.5,2556.5,3195,3.02875
2461,2155,2170,2643,3321,2.66125
2449,2144,2144,2657,3369,5.8325
38.305,1895,1969,2237,2870,7.02875
2488,2202,2184,2737,3410,0.7825
2467,2172,2178,2655,3239,1.21125
25.36,2034,2077,2461,3136,3.2025
2371,2098,2085,2635,3289,5.14875
2607,2254,2218,2863,3529,6.92625
2225,2029,2047,2472,3135,7.7225
2447,2197,2209,2630,3228,2.55125
2544,2217,2200,2764,3422,5.1125
2334.5,2115.5,2117.5,2558,3262.5,2.4675
2089.5,1971,2055.5,2299,2911,5.39
2176,2074,2141,2364,2997,2.510625
2574,2237.5,2205.5,2774.5,3408,2.771875
2157,1940,1979,2412,3155,6.78
2081,1931,1953,2381,3244,3.3875
2006,1878,1947,2266,3004,3.885
2.6975,2038,2125.5,2378,3008,0.4
2039.5,1923.5,1980.5,2254,3088.5,2.186875
15.14,1929,1970,2377,2966,2.39625
2005,1868,1933,2263,2938,3.1625
2310,1961,1964,2520,3320,3.36375
2016,1902,1974,2265,3052,5.40125
2482,2155,2124,2718,3327,1.155
2283,2068,2081,2503,3099,5.39125
2184.5,1961.5,2021,2399.5,3007,2.40375
2276,2057.5,2087,2508.5,3090.5,6.68125
2263.5,2057.5,2058.5,2487.5,3193.5,2.395
2275,2015,2056,2479,3086,2.88375
2323.5,2102,2123.5,2573.5,3304,5.7725
1962,1883,1951,2230,2912,2.12625
1984,1873,1951,2240,2934,3.481875
2318.5,2087,2133.5,2482,3037,7.985
2364,2136.5,2133.5,2599.5,3203.5,2.16125
28.895,2382.5,2365,2964.5,3641.5,6.78125
31.65,1998.5,2054.5,2421,3085,5.84375
2375.5,2157,2155,2616.5,3330.5,4.4275
2048,1906,1993.5,2205.5,2706,2.375625
2617.5,2270.5,2227,2860.5,3742.5,4.045
0,1989,2020,2414,3047,0
2069,1936,1998,2301,2920,2.556875
1996,1909,1970,2233,2963,2.65
2174.5,2036,2051.5,2457.5,3195.5,1.31875
2804,2424,2354.5,3014.5,3647.5,5.515
2253.5,2062,2091.5,2503,3154,8.52375
2255,2049,2094,2455.5,3140,5.1325
2356.5,2130.5,2147.5,2592,3277.5,3.23
2066.5,1957,2013,2317.5,3072.5,2.383125
2191,2058,2102,2475,3349.5,3.38125
2167.5,2013,2064.5,2392.5,3192,3.33125
2135,2018,2054.5,2389,3373.5,3.515
2113,1950.5,2017.5,2329.5,3116.5,5.895
2046,1933.5,2009,2283.5,3044.5,6.47375
2439,2189.5,2183.5,2673,3405,2.633125
2157.5,2013.5,2069.5,2399.5,3123,4.72
2497.5,2223,2229.5,2698.5,3331.5,2.81625
2048,1960,2020.5,2317,3256.5,3.74375
13.105,1978.5,2048,2383.5,3036.5,2.69875
2303,2071,2099,2551.5,3160,3.5175
2521.5,2210.5,2209.5,2757.5,3508,2.723125
2260.5,2086,2113,2497.5,3286,3.47
1944.5,1890.5,1964.5,2216,3058,2.81
1977.5,1897,1967,2241.5,2994,2.395
2378,2093.5,2084.5,2641,3437.5,2.384375
2168,2022,2046,2447,3313.5,3.04625
1878,1843,1909.5,2131,2871.5,0.37
1984,1891,1950,2222,2919,3.64175
1862,1814,1888,2118,2826,6.264875
2175,1972,2013,2426,3069,2.657375
1834,1869,1910,2129,3085,0.38625
1949,1884.5,1924,2211,3001,0.335
2066,1928.5,1950,2323.5,3183.5,0.736875
2222,1989,2013,2464,3146.5,0.543125
5.6825,1924.5,1942.5,2308.5,3134.5,0.693125
1675.5,1804.5,1850,2035.5,3352.5,0.240625
2280,2014,2064,2435,2965.5,1.174375
19.24,2011,2037,2469,3121,3.04125
14.13,1977.5,2025,2451.5,3053.5,2.2775
2364,2101,2118.5,2598,3155.5,2.604375
2189,2002,2061.5,2413,2958.5,1.344375
16.055,1913.5,1980,2383.5,3065,2.555
2276,1995.5,2021.5,2452.5,3024.5,2.60625
2369,2129.5,2113,2642,3384,1.26
2449,2120,2112.5,2661.5,3174.5,2.041875
2340,2084.5,2090.5,2580,3208,1.948125
2424,2128,2119.5,2713,3513,3.0125
2159.5,1994.5,2041,2388,3291,5.86
2203,2029.5,2063,2422,3267,4.72375
2181,2013,2028,2440,3130,2.5925
10.215,1934,1969,2309,2964,2.155625
1924,1902,1949,2209,3135,3.11
10.215,1934,1969,2309,2964,2.229375
2185,1973,2002,2383,2963,2.79375
2398,2066,2070,2607,3207,4.262125
8.1975,1871,1934,2225,2777,0.7475
26.039,2029,2032,2492,3248,4.0165
2203,2017,2027,2472,3343,1.87
1987,1863,1930,2237,2927,5.013875
2346,2106,2106,2617,3331,5.002625
2213.5,2015,2066,2407.5,2972,0.309375
2158,1988,2036.5,2402.5,3082,0.265
2.4825,2038,2068,2436.5,3010,0.29375
2.2075,2077.5,2091,2583,3228.5,0.31375
2361.5,2107,2113,2574.5,3354.5,0.3175
2201.5,2022,2053.5,2456.5,3200.5,0.356875
2171,2063,2131,2391,3030,1.66375
12.87,1970,1997,2391,3087,2.415
1977.5,1867,1953,2204,2882.5,0.445625
31.535,2124,2124,2580,3013,3.6365
2.58,2088.5,2087,2559.5,3303.5,0.3
2.625,2142.5,2134.5,2678.5,3345,0.284375
2114,1990.5,2022,2363,3082.5,0.33875
2614,2244,2201,2832.5,3472,0.293125
2080.5,1961.5,2011.5,2351.5,3118,0.301875
1958,1883,1947,2239,3009,2.65375
1855,1832,1912,2109,2783,1.493125
27.53,2229,2198,2788,3440,4.515
19.537,1946,1976,2389,3298,3.02025
1957,1872,1933,2223,2956,3.3885
2201,2044,2041,2493,3291,3.881625
21.55,1888,1934,2213,3093,3.261125
36.027,2192,2168,2717,3378,4.88275
2009,1893,1952,2257,2935,3.5525
2271,2067,2093,2542,3486.5,4.7275
17.161,1916,1998.5,2149,3012.5,3.39125
2333.5,2089,2109.5,2526.5,3193.5,3.02125
13.825,2054,2059.5,2565.5,3338.5,2.8625
30.0475,1901,1951,2217,3053,4.899
40.091,1866,1931,2111,2939,8.014125
53.081,2068,2051,2607,3355,7.896
2324,2065,2043,2575,3236,6.0035
2094,1931.5,1987,2331.5,3094.5,2.210625
11.53,1982.5,2012.5,2511,3160,1.979375
10.96,1933,1983,2390.5,2994,2.201875
2225.5,2008,2030.5,2453.5,3058.5,1.24
1949.5,1858,1947.5,2195.5,2926.5,1.45
6.58,2058.5,2054.5,2637,3303.5,1.16125
2004.5,1904.5,1955,2267.5,3036,1.169375
2132.5,1998.5,1999,2448.5,3193,1.001875
2434,2067.5,2063.5,2661.5,3290.5,1.431875
7.1325,2002,2029,2520.5,3204.5,1.25125
5.9675,1970,1999,2425.5,3165,1.00125
7.155,2026,2022.5,2506,3165,1.254375
2428,2046.5,2037,2688.5,3328,0.460625
2165,1967,2072,2286,2770,2.3125
2089,1998.5,2115.5,2211.5,2716.5,1.105625
2370,2125.5,2184.5,2531,3082.5,0.7025
2224,2058.5,2130.5,2388,3018.5,0.3525
4.55,2091.5,2158,2475.5,3113,0.75
2268,2051,2142.5,2417.5,2975,1.0125
2145,1946,1976,2393,3149,1.71375
25.1,1868.5,1942.5,2203,3193,5.48875
4.8925,2104,2118,2588,3301,0.799375
2147.5,1975,2054.5,2329,2963.5,2.87125
33.255,2125,2106.5,2669,3327,6.46625
2274,2018,2037,2540,3242,1.71125
8.585,1891,1966,2184,2872,1.664375
2164,1968,1986,2387,3238,2.93125
2215,2026,2026,2446,3251,3.3275
2089,1888,1952,2321,2937,3.31
1786,1812,1904,2068,2853,0.38875
2089,1888,1952,2321,2937,2.72375
1858,1853.5,1931,2130.5,2850.5,1.386875
12.48,1948,1970,2386,3098,2.47875
2057,1893,1946,2290,2906,2.3125
9.8125,1928,1965,2326,3231,2.224375
2421,2134,2113,2673,3312,1.650625
1970,1861,1922,2177,2743,2.431875
2126,2027,2072,2389,3164,4.07
2471,2134,2118,2741,3513,0.619375
3019,2537,2441,3284,4042,2.415
2610,2274,2242,2870,3570,3.36375
19.93,2415,2330,3165,3823,3.5275
26.3,2210,2204,2874,3643,5.475
2833,2402,2336,3069,3697,1.790625
2655,2275,2239,2907,3638,7.74875
2019,1916,1953,2334,3043,2.455
2013,1902,1952,2277,2980,2.85625
9.8175,1972,1988,2380,3150,1.9675
2140,1949,1987,2415,3147,2.3
1968,1896.5,1955.5,2211,2813,1.725
1721.5,1763,1881.5,1973.5,2613,1.98625
2235.5,1948,1990,2447,3151,7.76625
2001.5,1939,2002,2218,3091,4.52
2527.5,2215,2199,2739,3374.5,6.75875
2.215,1975,2032.5,2401,2967,0.33125
1933,1892,1965.5,2188,2798,0.243125
2.3725,1865,1937,2209,2793,0.4175
1970.5,1839,1938.5,2169.5,2612.5,0.41
2026.5,1910.5,1981,2273.5,2918,0.24375
1.54,1909,1960,2212,2904,0.255
2515.5,2100,2052,2800.5,3455,1.991875
2004.5,1909,1979.5,2167,2736.5,0.4325
10.605,2076,2145,2420,2968,1.81375
2551.5,2171.5,2129,2834,3712.5,2.95375
2146.5,2041.5,2042.5,2440.5,3326,1.000625
2396,2148,2152,2627,3220,4.15875
19.4,2305,2266,2897,3519,4.0375
10.105,2104,2144,2543,3187,2.10125
9.21,2071,2096,2518,3105,1.369375
2225,2032,2084,2388,2924,2.371875
23.83,2151.5,2149,2687.5,3292,4.26
2389,2134,2126,2700.5,3546.5,4.615
2453.5,2177.5,2165,2685.5,3453,9.03375
4.8225,1822,1887,2079,2808,0.978125
1931,1882,1947,2196,2892,4.3825
2314,2156,2196,2553,3321,2.100625
2215,2044,2059,2439,3127,4.08375
2376.5,1968.5,1994,2545.5,3050.5,6.8075
2295.5,2069.5,2091,2490,3223,7.18625
1973,1949,1987,2270,2931,6.2825
2086,1972,2001,2386,3055,2.471875
21.415,1981,2043.5,2340,3070.5,4.4
2089,1955,2018,2306,3130,5.99
2497,2164,2160,2689,3291,4.1125
2426,2161,2130,2671,3426,4.3025
2376.5,2119,2133,2680.5,3628,3.5125
2156,1986,2008,2397,3172,6.6175
2268,2037,2104,2454,3154,1.5625
2107.5,1952.5,2020,2290,2888.5,1.629375
2155.5,2006.5,2052.5,2394.5,3214.5,4.67125
2444,2172.5,2146.5,2754.5,3699,6.54875
20.6,2194.5,2172.5,2825.5,3721.5,4.34125
19.56,2295.5,2249.5,2908.5,3717.5,4.26875
2119,1924,1984,2338,2909,1.42875
19.99,2175,2161.5,2686.5,3446.5,3.9225
20.595,2205,2194.5,2733.5,3433.5,3.95375
2047,1930,1990,2265,3050,2.829375
35.87,2000,2031,2447,3090,6.68875
2684,2298,2252,2869,3561,2.594375
1749,1819,1885,2096,2959,4.785
2012,1936,2021.5,2292.5,3216.5,3.88125
2315,2104,2102,2561,3163,4.695
20.415,2082.5,2121.5,2515,3316,4.5025
2477,2214.5,2199,2708,3563.5,3.93
22.96,2136.5,2136,2593.5,3553.5,5.02
2110.5,1969.5,2024,2332.5,3191.5,9.68375
14.93,2141.5,2133.5,2699.5,3647.5,2.74
47.5145,1946,1976,2321,2866,7.01825
27.53,2229,2198,2788,3440,8.63175
22.635,1971,2019.5,2336,3439.5,4.50625
1927,1874,1946,2183,2819,2.51875
1975.5,1890.5,1967,2180.5,2775.5,2.013125
2410,2145.5,2142.5,2670.5,3471,2.95375
2089,1888,1952,2321,2937,3.43375
1955,1840,1923,2234,2850,2.95625
2181,1993.5,2041,2419.5,3106.5,3.015
8.06,1854,1927,2194,2875,1.541875
1964,1879,1943,2217,2951,1.7125
6.2225,2116.5,2076,2696.5,3461.5,0.99625
6.27,1976,1997,2466.5,3115,1.255
2208,2078,2159,2409,3021,0.946875
7.7975,1815.5,1914,2086.5,2667.5,1.344375
2307,2121,2164.5,2513.5,3123,1.48625
2126,1979,2042,2352,3190,3.54625
2146,1958,2041,2335,2918,0.745625
18.89,2115,2129.5,2608.5,3202,3.58875
2389,2115,2115,2611.5,3388,0.80875
2504,2207,2215.5,2765.5,3388.5,6.80875
2205.5,1994.5,2045,2405.5,3047,2.6575
2164.5,2002.5,2055.5,2389.5,3269.5,3.3775
2069.5,1950.5,2022.5,2291.5,3212,3.5475
8.8225,2071,2041,2645.5,3280,1.600625
2078.5,1902.5,1961,2331.5,3104,1.000625
10.8075,1856,1924.5,2223.5,2979.5,2.006875
2310,1969.5,2010,2493.5,3084.5,2.76875
1889,1815.5,1907,2145,2838.5,1.218125
2103,1929,1973.5,2341,2986.5,1.975
2230.5,1934.5,1973,2461.5,2965.5,2.89125
33.225,2294,2269.5,2864.5,3533.5,5.33875
15.915,1914,1977,2330,2886.5,3.27
1766,1776,1901,2015.5,2686,1.183125
15.22,2083.5,2089,2549.5,3236,3.2525
2510,2240,2262,2698.5,3449,1.13875
2200,1985,2023,2412,3130,8.12375
2077.5,1999.5,2078.5,2285.5,2990,2.07625
2033,1956,2039,2251,2808,1.664375
2193,2061,2145,2373,2913,2.14125
2276,2097,2132,2443,3134,3.33
1994,1975,2058,2272,3090,3.595
2035,1982,2050,2280,3018,2.74875
1681,1822,1921,1937,3015,2.184375
1936,1964,2034,2222,2972,2.81625
2301,2145,2185.5,2567.5,3385.5,5.5125
2026,1907,1990,2264,3066,0.265
1959,1890,1989,2282,3075,0.245625
2288,1999.125,2064.90909090909,2507.33333333333,3248.38461538462,4.50625
1805.57142857143,1802.36666666667,1906.47368421053,2066.5625,2770.14285714286,2.989375
22.83,2135.07142857143,2157.83333333333,2673.33333333333,3376.6,3.715
14.8,2192,2150,2731,3566,2.8875
2353,2154.5,2143.5,2606,3512.5,3.55
2639,2249.5,2189.5,2843,3554.5,1.72
2470,2226.5,2228,2685.5,3519,5.865
16.395,2271.5,2214.5,2904.5,3697,3.4
2464,2151.5,2138.5,2731,3565.5,2.4875
2362.5,2128.5,2165,2604.5,3389.5,3.48125
2064,1901,1956,2286,2833,2.6125
2261,2038,2037,2507,3196,2.42875
2665,2341,2328.5,2913,3646.5,4.5525
2719.5,2392,2358,2947,3598.5,4.455
2705.5,2291.5,2257.5,2908.5,3499,2.8925
2428,2138,2155,2612,3316,2.854375
2293,2059,2118,2509,3168,0.990625
2469,2186,2180,2725,3423,0
2209,1990,2059,2401,3074,1.054375
7.25,1904,1985,2251,2854,1.190625
2358,2038.5,2036,2552.5,3212,2.36625
2401,2069.5,2066,2621,3261.5,3.425
2508,2162.5,2151,2729,3517.5,5.73625
2311.5,2089,2125.5,2541,3081,0.990625
2134,1991,2038,2396,3137,1.245625
2565.5,2161,2108.5,2807,3653.5,2.46
2561,2116.5,2075.5,2761.5,3179,5.2125
26.09,2057,2102,2433.5,3430,5.3175
2633,2355.5,2316,2892,3725.5,3.75625
2616,2312.5,2295.5,2844,3730.5,6.10875
2261.5,2059,2093.5,2472,2987,2.495625
2115,1958,2002,2325.5,3045.5,4.8875
2242.5,2057.5,2098.5,2425,3122.5,7.31
2785,2426,2392.5,2950,3527.5,1.65
2579.5,2182.5,2151.5,2835.5,3616,3.20125
2551,2230,2197.5,2739.5,3324.5,2.014375
2775,2423.5,2381.5,2979,3585.5,0.965625
2316.5,2191.5,2178.5,2549.5,3539.5,5.79375
2497,2132,2126.5,2680.5,3285.5,5.1275
2337.5,2104,2120.5,2545.5,3204.5,5.5425
2545.5,2285.5,2304.5,2769.5,3467.5,4.82
15.5,2251.5,2230,2810.5,3445,2.89875
24.485,2139.5,2121,2631.5,3337.5,4.76125
2408,2144,2173,2627,3447,0.664375
2465,2157,2162,2671,3361,0.8175
2279,2059,2118,2457,3282,0.7425
2386,2156,2195,2618,3498,1.990625
2342,2104,2141,2603,3489,1.850625
10.72,2173,2192,2645,3325,1.9825
2387,2102,2134,2572,3234,3.68875
7.3825,2105,2137,2616,3315,1.4825
2278,2058,2113,2469,3191,3.285
2386,2112,2145,2568,3293,0.635
2521,2156,2172,2719,3358,1.62
2662,2315,2297,2886,3612,4.93125
2309,2110.5,2127,2504,3218.5,4.37
2484,2178,2168.5,2722.5,3425,1.416875
2238.5,2024.5,2085,2461,3053.5,0.75
17.83,1975,2032.5,2379.5,3323.5,3.10625
2023.5,1876.5,1955,2243,3096,3.455
1908.5,1852,1930,2148.5,3031,2.763125
2254,2043,2062.5,2495.5,3257.5,2.70875
2557.5,2272.5,2237.5,2818,3761.5,6.51125
2393.5,2064.5,2106.5,2567.5,3080.5,3.91875
8.7875,2166,2171,2656,3347,1.471875
2619,2266.5,2197.5,2912,3716.5,3.05625
26.835,2152.5,2115,2722,3640,5.0625
2363,2092,2082,2658.5,3515,4.235
12.93,1897,1942.5,2180,3069.5,2.081875
2068,1937,2018,2206,2734,1.195625
1883,1878,2007,2133,2808,0.9
2434.5,2132.5,2161,2644,3213.5,2.62125
2368,2162,2200.5,2601.5,3267.5,1.785625
24.83,1855.5,1947.5,2125.5,2937.5,4.19875
24.83,1855.5,1947.5,2125.5,2937.5,5.2225
2751,2343,2284,2964.5,3780.5,1.69
2248.5,2081,2116,2477,3205,4.49
6.23,2033,2095,2408,3055,0.841875
2074,1924,2019,2218,2741,1.1125
2333,2108,2147,2527,3056,1.3675
28.62,2516,2383,3273,3903,5.52875
2150.5,1902,1943,2323.5,2834.5,0.68375
2531.5,2193,2170,2786,3601,2.895
8.37,2224,2171,2880,3688,1.695
2653.5,2220.5,2161.5,2941.5,3710,3.8075
2316,2069.5,2064,2575,3369,2.100625
27.83,2223.5,2163.5,2954,3650.5,5.64125
2693,2293,2255,2917,3569,5.29375
2150.5,1902,1943,2323.5,2834.5,0.6825
1995,1903,1977,2233,2850,4
2806,2378,2316,3053,3671,3.47375
1840,1821,1915,2087,2841,3.73
2521.5,2260.5,2290.5,2732,3416.5,3.92375
2491,2284,2284,2717,3641,4.0625
1816,1885.5,1943.5,2137.5,3090.5,0.783125
2734.5,2321.5,2265,2953,3560.5,3.78375
2158.5,2044.5,2089,2438,3196,1.5325
1951,1859,1973,2174,2743,1.97125
2319.5,2077,2078.5,2612,3496.5,3.71875
2026,1938,2016.5,2248,3114,1.261875
2261,2013,2080,2457,3088,0.5575
2412.5,2186.5,2185.5,2644.5,3433.5,5.175
2582,2251,2247,2838,3551.5,3.42375
2243,2121,2144,2489,3413.5,3.35625
2026,1938,2016.5,2248,3114,3.59125
2104,1967,2035,2298,2963,1.360625
2200.5,2005.5,2050,2432.5,3206.5,3.71375
2686,2317,2277,2867,3524,1.059375
2818,2415,2379,3028,3770,5.3575
2389.5,2126.5,2105.5,2657,3468,2.743125
2069.5,1934.5,1986,2317.5,3314.5,5.99
2282,2078,2141,2469,3054,7.16875
28.875,2380,2317,3051,3728,6.10875
2613,2238,2211,2835,3564,6.05375
2170,1974,2043,2416,3065,1.84
2401,2117,2144,2646,3283,4.1725
2988,2493,2410,3267,3997,4.4425
11.3925,2339,2294,3034,3694,2.04125
8.405,2265,2246,2841,3474,1.509375
2798,2402,2343,3024,3720,5.31375
31.47,2428,2362,3136,3867,6.34875
2562,2211,2212,2785,3450,4.26625
1989,1913,1968.5,2218.5,3041.5,6.785
2194,2033,2075.5,2405,3206.5,1.1025
4.2775,1901,1974,2258,2912,0.755
1995,1898,2004,2202,2893,0.52875
0,2069,2102,2558,3142,0
2569,2210,2206,2772,3472,0.113125
2125,1980,2024,2368,3070,1.90125
2303,2048.5,2067.5,2586.5,3424.5,4.1925
1.2525,2026.5,2085.5,2369.5,3156,0.256875
2210.5,1957,1986.5,2406.5,3200.5,3.07875
2.7775,1915,1974.5,2214.5,3016,0.4975
37.855,2052,2055,2523,3187,4.7425
30.555,2124.5,2131,2615,3233,5.72
2144,1973,2006,2362,3162.5,2.0525
2106,1978,2014,2343,3154,5.23375
2270,2032,2046.5,2472.5,3152.5,2.755
2280.5,2060.5,2077,2497,3230.5,3.4225
1920,1843,1948,2075.5,2602.5,3.49875
1972,1863,1950,2193.5,2970,6.8225
2270.5,2042,2048,2457.5,3055,6.85
2336,2091.5,2094,2508.5,3119,5.1625
1982,1898.5,1969.5,2189,2963,4.54
2243,1975.5,2030,2482,3051,0.650625
2095,1936,2010,2331,2912,1.46625
2055,1938,2012,2313,2953,1.6675
2502,2157,2163,2763,3425,3.56125
2203,2022,2062,2413,3093,3.74375
2.5,1843.5,1928,2110,2950,0.42125
2.25,1867,1955.5,2142,2672,0.44625
1883.5,1824,1927,2047,2589,0.33
2.135,1848.5,1933,2139,2584,0.368125
1.51,1922,1994,2231.5,2738.5,0.244375
2665.5,2248.5,2189.5,2834.5,3334.5,0.4825
5.8425,2173,2168,2723,3252,0.923125
2290.5,2022.5,2047.5,2501,3171,0.300625
2031.5,1914,1961,2244,3069.5,3.16125
43.035,2120,2104.5,2693,3359,7.37
29.365,1945.5,2003.5,2328.5,3000.5,4.88375
2253,2007,2051,2481.5,3133.5,2.895
2413,2086,2082,2624,3266.5,5.43375
1870,1858.5,1920.5,2134.5,3071,1.69625
2162,2003.5,2052.5,2397,3112.5,3.33375
2528.5,2252,2218,2806.5,3617,5.335
2516.5,2238.5,2209.5,2753,3539.5,4.4825
2120,2008,2083.5,2342,3142,1.03875
2347.5,2100.5,2113.5,2552.5,3370,5.6925
2396,2133,2118,2575,3383,2.240625
2270.5,2040.5,2062,2426.5,2999,1.0675
2197.5,2002.5,2044.5,2420.5,3012,0.756875
2534,2206.5,2168.5,2760.5,3474.5,3.83625
2229,2061.5,2091.5,2468.5,3247,2.625625
21.585,2037.5,2064,2542,3340,4.6
2203,2044,2079.5,2476,3379,1.148125
2009,1965,2040,2230,3108,4.25125
2680,2356,2284,2957,3679,6.52625
2200.5,2019.5,2052.5,2455,3098,0.57125
18.77,2116,2119,2652,3317,3.5575
2123,1965,1998,2390,3055,4.9825
2216,2015,2030,2466,3145,4.45875
2177,2021,2048,2421,3151,6.0125
2177,2021,2048,2421,3151,5.52125
2230,2025,2042,2453,3148,5.44
1871,1884,1948,2199,3426,6.29125
2404,2199,2179,2693.5,3369.5,0.539375
2832,2498,2462,3018,3724,2.11875
2327,2051,2079.5,2528.5,3123.5,4.51625
2517.5,2230.5,2214,2830.5,3727.5,4.7425
2073.5,1943.5,2014,2315,3009,5.28125
4.145,1994.5,2025.5,2431,2978.5,0.64
2025,1906,1975,2259.5,2817.5,0.394375
21.71,2302,2303,2851,3589,4.28375
2194,1985,2011,2441,3153.5,0.513125
7.535,2085.5,2096,2592,3419.5,1.295
2273,2073,2097,2497,3166.5,2.190625
2292,2092,2134.5,2535.5,3306,5.04
2335,2124.5,2146,2571.5,3267,3.585
7.385,2221.5,2219.5,2809.5,3498,1.435
2380.5,2198.5,2193.5,2654.5,3704.5,1.895625
2192.5,2050.5,2094.5,2436,3294.5,3.35
2526.5,2247,2222.5,2760.5,3511.5,1.569375
2790,2391.5,2321,3051,3836,3.64625
3167,2669,2578,3401.5,4094.5,5.60875
2597.5,2397,2360,2874.5,3763.5,4.93375
2250,2069,2101.5,2503,3262.5,7.2125
2117.5,1940,2011.5,2315,2981.5,5.1475
2596.5,2218,2202.5,2778,3476,0.793125
2576.5,2218.5,2188,2896.5,3903,6.775
1980.5,1962,2032.5,2233,3236,0.730625
2370.5,2096.5,2080,2666.5,3606.5,8.6125
2378,2159,2148,2617,3375.5,0.973125
1808,1815,1924,2032,2733,4.155
2015.5,1913.5,2000.5,2213.5,2947.5,2.188125
2124,1945,1998,2318,2856,1.82375
20.415,1959.5,2000,2471.5,3032.5,3.74625
